"paper_id","name","answer","title","abstract"
"P6-224","James Dempsey","CSIRO","IVOA Data Access Layer: roadmap as of year 2020","The International Virtual Observatory Alliance (IVOA) works towards standardising interoperability and curation of data and service  holdings of the global astrophysical community. Within the IVOA, the Data Access Layer (DAL) Working Group's goal is to provide Recommendations (an IVOA term for the released technical standards) for accessing data collections and catalogues; filtering data holdings based on their metadata; and retrieving the ones in scope, or operating on them.

In recent years the DAL community has addressed the multi-dimensional and multi-wavelength scenarios, and kept core standards up-to-date. It has also tackled new topics such as the observation location and object visibility information retrieval, and looked at older topics such as the outstanding cases of time domain and radio astronomy data.

DAL work in the next few years will involve a mixture of revising existing standards, listening to feedback on recently updated and released standards and the specification of new standards. The DataLink 1.1, DALI 1.2, ADQL 2.1 and ConeSearch 1.1 standards are being revised. The work on these will provide new features requested by the community, updates to match the current technical landscape, and integration of changes from other Recommendations. Other specifications have been recently updated (e.g. TAP 1.1) or are waiting further community feedback before starting a revision process (e.g. SIAP 2.0 and SODA 1.0). New protocols are under development such as the Object Visibility Simple Access Protocol (ObjVisSAP) and the Provenance TAP (ProvTAP) interface. ProvTAP is being managed together with the Data Model Working Group (DM), as is the Observation Locator TAP interface, since they include data model efforts.

Community feedback and contributions are needed for all DAL activities. Particularly important are the experiences of data providers and projects that are using VO technologies to address their scientific community's requirements. This is not a trivial task since the development of a standardised interface for the final user often requires more than one Recommendation to be implemented.

This submission aims to summarise the current DAL status and progress, in order to help new end-users understand how DAL can be beneficial. It also discusses the future changes to DAL standards. Finally, it lists topics (No-SQL, code-to-data, parametric querying, actionable retrieval, ...) worth investigating in the future to keep access layer standardisation up to date with current needs."
"P6-234","Adam Zadrożny","National Centre for Nuclear Research, Poland","Using Convolutional Neural Networks along image subtraction for detecting weak optical transients","In the poster I would like to present a method for enchasing image subtraction with CNN for detecting optical transients. The method has been tested on Transient Optical Robot Observatory of the South (TOROS) optical data connected with search of optical counterparts to gravitational wave events during LIGO O2 run. In test runs method proved to achieve more than 99% accuracy, much higher than algorithms based on random forest methods.  The method will be included into standard transient search pipeline for TOROS network in upcoming year."
"P6-251","Bruno Sanchez","Duke University","Two co-addition and image subtraction codes: properimage and ois","Difference Image Analysis and image co-addition are key time-domain astronomy tasks and 
the latest techniques are usually implemented as components of larger pipeline 
software frameworks. 
This work presents two standalone software projects that deliver simple
to use state of the art image subtraction and addition implementations. 
As a strong key point of this work is the use of open source and tested software, 
with focus in building reliable and maintainable tools for small observational projects."
"P6-40","Bilal","Institut de RadioAstronomie Millimétrique","Data handling at the IRAM 30m for NIKA2 operations","The IRAM 30m in Granada holds multiple facilities used 24/7 by our local teams and observers. 
One of these is NIKA2, a 3000 pixels continuum instrument installed in 2015, which started scientific operations in 2017.

This instrument is proposed to the science community in shared-risk observing pools. Their organisation rely on important data handling infrastructures to handle the large data-rate of the instrument. 

I will present the genesis of NIKA2 maps from preparation of the instrument to the final science result on the operation side. We also use a set of tools to monitor the instrument and telescope behavior live.

The first one is a weather forecast based on the SMA AM software, which we customized for the IRAM 30m to work with our local water vapor measurement facilities. This facilitate the scheduling and the preparation of observers for live operation with reliable forecast up to 3 days in advance.

The second is a pointing monitoring. The set of mirror installed to direct the light to NIKA2 is sensitive and need to be calibrated with a pointing model. This pointing model can be checked at all time during operation, to help quantify the pointing error and shift during operations. 

Finally, regarding data distribution and data reduction, I will present data reduced with our internal pipeline."
"P6-43","Brent Miszalski","Australian Astronomical Optics - Macquarie University","Orchestration of Dockerized Data Reduction Pipelines from a RESTful Web Service","Data reduction pipelines are traditionally run on a researcher's personal computer on a small amount of data. The pipeline may have complex software dependencies that preclude the researcher from installing it on a faster server. Even if the pipeline runs on the server, its deployment in a multiprocessing environment may be problematic. Here we present a modern solution to allow for the on demand reduction of the ever-increasing volume of data stored in telescope archives. We have developed a Python web service that accepts 2dF-AAOmega observations and determines the steps needed to reduce the data. Each step runs 2dfdr commands from a Docker container on a fast server. We utilise docker-py to remotely execute these commands from within Celery tasks, allowing for a robust, configurable data reduction workflow to be assembled and executed asynchronously by Celery across several processors. Data Central plans to offer the service to users when requesting data from the newly revamped AAT archive, allowing effortless access to freshly reduced data. The service is extensible to other pipelines and would form a solid basis for developing IVOA SODA services, while slight modifications could unlock quick turnaround reductions of transient triggered observations."
"P6-92","Jan Snigula","Max-Planck-Institut für extraterrestrische Physik","Observation meta data plotting tool - Omedaplot","LMU Muenchen operates an astrophysical observatory on Mt. Wendelstein with two telescopes (2m and 40cm) and five instruments (3 imagers and 2 spectrographs) for night time observations. Theses instruments provide a multitude of operating informations (mostly temperatures, pressures, motor positions) beyond the detector images. The observatory also hosts allsky cameras, weather stations, dome air conditioning etc. The observatory infrastructure logs everything to identify problems and their roots. We developed a webbrowser interface  to provide an easy access to this information. It allows to combine any source data from any time and time frame into simple plots with just a few clicks. This framework is easy to expand and adjust for the constantly changing observatory environment. The individual time resolved data can also be directly accessed from observatory status webpage tokens. We also use this tool to track down sources of features in observational data as the observational environment can have unforeseen impact on these data."
"P7-139","Bruno Merín","European Space Agency","Using deep learning to identify asteroid trails on ESA's Hubble data archive","The ESAC Science Data Centre is conducting Machine Learning experiments to provide AI-supported added value services to our users in the mid-term future. This presentation will describe some of the experiments conducted and our analysis of the applicability of Machine Learning in different steps of our value chain (data production, curation, archiving, valorisation, dissemination and support to users in their exploitation).

In particular, in the area of data valorisation, I will present results from one such projects, were we have used the Google AutoML Vision API to identify asteroid trails on archival HST images. For this project, we have used labels of asteroid trails from volunteer markings from the Zooniverse asteroidhunter.org project to train a Deep Learning Convolutional Neural Network embedded into Google's AutoML Vision API and then have used it to scan the whole archive to look for new asteroid trails that the volunteers had not identified. I will describe how the Precision and Recall of the machine learning model depend on the pre-processing of the images and show the very promising results from this analysis. I will end up by elaborating on how these type of initiatives will help enriching the search for data-driven patterns on archival data in the mid-term future."
"P7-166","Heidi Thiemann","The Open University","First data release of the SuperWASP Variable Stars Zooniverse project","SuperWASP is the most successful ground-based survey for transiting exoplanets, having discovered >200 hot Jupiters to date. However the capabilities of SuperWASP extend beyond exoplanet detection. The SuperWASP photometric archive contains more than 30 million light curves of bright stars (V<15) with a high cadence and long  baseline. A recent reanalysis of the entire archive has detected almost 1.6 million possible unique objects with detectable photometric periodicities on timescales from hours to years (Norton 2018).

The SuperWASP Variable Stars Zooniverse project is using citizen science to classify these 1.6 million light curves. Citizen scientists are asked to classify light curves as simplified variable star types: eclipsing binary stars, pulsating stars, rotationally modulated stars, or simply junk or unknown, and are asked whether the period is correct, incorrect, or half the correct period.

The classification of periodic variables based solely on the shape of the photometric light curve does not always provide a conclusive and unique variable type. However, it can be a good indication of the most likely type and it is useful for identifying interesting candidates which are worth following up.

We present the first data release from the SuperWASP Variable Stars Zooniverse project. It contains over 1 million classifications, corresponding to over 500,000 unique objects. The first data release consists of 4.5% pulsating stars, 5.3% detached eclipsing binary stars, 6.4% contact eclipsing binary stars, 9.9% rotating stars, 7.3% unknown & 66.6% junk. The project was launched on 05 Sep 2018 and has had engagement from ~4500 volunteers to date.

We demonstrate that the SuperWASP Variable Stars project can be used for population studies of individual variable types, as well as identifying candidates for follow up. We present the initial findings on various unique and extreme variable objects in the data release, including very short and very long period binaries, cepheids in eclipsing binary
systems, and extreme amplitude pulsators.

We propose to develop a UI similar to the ASAS-SN Catalogue of Variable Stars, in order that other researchers can easily access the outputs of this project."
"P7-206","Andrey Soroka","CMC MSU","Morphological classification of astronomical images with limited labelling","The task of morphological classification is complex for simple parameterization, but important for research in the galaxy evolution field. Future galaxy surveys (e.g. EUCLID) will collect data about more than a billion galaxies. To obtain morphological information one needs to involve people to mark up galaxy images, which requires either a considerable amount of money (in case of MTurk or Toloka commercial engines) or a huge number of volunteers (in case of citizen science projects like Galaxy Zoo). It’s worth nothing that any manual markup at some point becomes ineffective, as it does not scale well for the increasing amount of data.

Today, hybrid approaches (using both machine learning and human markup) make it possible to speed up the galaxy morphology annotation process (e.g. Beck et al. (2018) - SOTA model), but considerable efforts of humans are constantly needed to provide high accuracy of morphological classification. We search for fast and accurate machine classification methods with restricted usage of human markup resources.

We propose an effective semi-supervised approach for galaxy morphology classification task, based on active learning of adversarial autoencoder DNN model. For a binary classification problem (top level question of Galaxy Zoo 2 decision tree) we achieved accuracy 93.1% on the test part with only 0.86 millions markup actions, this model can easily scale up on any number of images. Our best model with additional markup achieves accuracy of 96.2%."
"P7-237","Pedro García-Lario","European Space Astronomy Centrer / European Space Agency, Madrid, Spain","Variable Stars in Gaia DR2: A Citizen Science project","We present a proposal to develop a citizen science project to inspect the epoch
photometry of variable sources identified as such in the Gaia science archive and
critically review/verify their variability classification. Given the large dataset of variable
sources provided in Gaia DR2, it is impossible for the experts to perform a systematic
detailed analysis of individual sources and assigned classifications. A comprehensive
exploration of the epoch photometry data with human eyes can help verifying the
classifications provided by the automated tools and identify misclassified sources
and/or weird sources displaying unusual properties, which may result in new
science and improvements in the classification software."
"P7-74","Graham Taylor West","Middle Tennessee State University","Data-driven fitness functions for optimizing simulations of interacting galaxies","Given observational data from systems of interacting galaxies, we seek to determine the values of various dynamical parameters through the optimization of numerical models via genetic algorithms. However, fitting these models can be quite difficult. The core challenges include 1) developing an objective fitness function for quantifying the similarity between model and target images and 2)  understanding the inherent symmetries of the dynamical system which promote morphological degeneracies and impede optimization. In this presentation, we show how naive implementations of fitness functions can yield unintuitive results. We then propose a novel fitness function which was developed by utilizing data from the Galaxy Zoo: Mergers project. These human-scored models were used to validate our fitness functions and led to the adoption of a tidal distortion term which dramatically improved results. We also give a characterization of various geometric and dynamical symmetries inherent within the system and show how the knowledge of these symmetries can be used to reduce the volume of the parameter search space when performing optimization."
"P8-117","Bart Scheers","Dataspex","The evolution of the MeerLICHT and BlackGEM data pipelines","Astronomical observatories call for innovative solutions for the Big Data
streams that their new facilities generate. In general, one or more telescopes
observe large patches of the skies continuously with high resolution and
sensitivity. The most important common scientific drivers are to study
transient and variable astrophysical sources on several time scales and their
light curves, and to build catalogs of all the observed sources. The enormous
amounts of data are only valuable if they can be processed and stored
automatically and if all data can be searched quickly and visualised
interactively.

It is becoming more difficult and costly for research institutions to purchase
and configure hardware and network infrastructures that meet these needs in
advance. Moreover, managing running dynamic production databases, data products
and backups, software versioning, continuous development and integration,
monitoring, tracing and logging for these systems makes a move to a more
flexible cloud environment logical.

The MeerLICHT and BlackGEM optical array telescopes, designed, built and
operated by consortia of universities, are a good example where the back-end
software and hardware designs are an integrated part of the telescopes. In this
talk, we will touch the aspects described above and focus on the evolution of a
classical in-house data pipeline towards a scalable distributed cloud data
pipeline, where multiple database, pipeline, webserver and storage nodes
interoperate in real-time and batch mode. This allows us to process larger
datasets and search the growing source catalogs faster than was possible only a
few years ago."
"P8-118","Leonardo Baroncelli","INAF OAS Bologna / University of Bologna","rta-dq-lib: a library to perform online data quality analysis of scientific data","The Cherenkov Telescope Array (CTA) is an initiative that is currently building the largest gamma-ray ground Observatory that ever existed. CTA will provide unprecedented sensitivity and angular resolution for the detection of gamma rays with energies above a few tens of GeV. A Science Alert Generation (SAG) system, part of the Array Control and Data Acquisition (ACADA) system, analyses online the telescope data – arriving at an event rate of tens of kHz – to detect transient gamma-ray events. The SAG also performs an online data quality analysis to assess the instruments’ health during the data acquisition: this analysis is crucial to confirm good detection. A Python and a C++ software library to perform the online data quality analysis of CTA data, called rta-dq-lib, has been proposed for CTA. The Python version is dedicated to the rapid prototyping of data quality use cases. The C++ version is optimized for maximum performance. The library allows the user to define, through some XML configuration files, the format of the input data and, for each data field, which quality checks must be performed and which types of aggregations and transformations must be applied. It internally translates the XML configuration into a direct acyclic computational graph that encodes the dependencies of the computational tasks to be performed. This model allows the library to easily take advantage of parallelization at the thread level and the overall flexibility allow us to develop generic data quality pipelines that could also be reused in other applications."
"P8-128","Peter Teuben","University of Maryland","Enriching Data Archives with Science Products","We review work undergoing at the ALMA Science Archive (JAO) to enhance
the archive with results from ADMIT, eventually allowing users to
select data based on interesting science queries. In a parallel project
we are building a prototype of this database, enhanced with selected
meta-data upon which users can make richer queries and select
data based on the science they are interested in."
"P8-138","Daniel Morcuende","Universidad Complutense de Madrid","Onsite processing pipeline for the CTA Large Size Telescope prototype","The prototype of the Large Size Telescope (LST) of CTA, located at the Observatorio del Roque de Los Muchachos (ORM) on the Canary Island of La Palma, is presently going through its commissioning phase. A total of four LSTs, among others, will operate together at ORM constituting the CTA North site.

A computing center endowed with 1760 cores and several petabytes disk space is installed onsite and used to acquire, process, and analyze the data produced, around 3 TB/hour during operation. LSTOSA is a set of scripts written in python which connects the different steps of the analysis pipeline developed for the LSTs, called lstchain. It processes the data produced by the prototype in a semiautomatic way producing high-level data and quality plots including detailed provenance logs. Data are analyzed before the next observation night to aid in the commissioning procedure and debugging."
"P8-142","Nat Comeau","University of Victoria","Automatic science-quality processing of the Gemini NIFS archive","Gemini NIFS (the Near-Infrared Integral Field Spectrograph)  has been in operation for 15 years. In this time, it has executed 345 science programs. Utilizing the CANFAR VM batch processing environment at the Canadian Astronomy Data Centre (CADC) and the IRAF/Nifty4Gemini data reduction tools developed by Gemini Observatory, we have produced 2805 science-ready data cubes. These processed cubes have been added to the CADC archive system for public retrieval and linked back to the input datasets within the archive.  We also describe how this work can be applied to Gemini NIRI (Near-Infrared Imager) data."
"P8-145","Nicolas Monnier","Univ Paris-Saclay, CNRS, Centralesupelec, L2S, France","Parallelisation of the wide-band wide-field spectral deconvolution framework DDFacet on distributed memory HPC system","The next generation of radio telescopes, such as the Square Kilometer Array (SKA), will need to process an incredible amount of data in real-time. In addition, the sensitivity of SKA will require a new generation of calibration and imaging software to exploit its full potential. The wide-field direction-dependent spectral deconvolution framework, called DDFacet, has already been successfully used in several existing SKA pathfinders and precursors like MeerKAT and LOFAR. However, DDFacet has been developed and optimized for single node HPC systems. DDFacet is a good candidate for being integrated into the SKA computing pipeline and should, therefore, have the possibility to be run on a large multi-node HPC system for real-time performance. The objective of this work is to study the potential parallelism of DDFacet on multi-node HPC systems. This paper presents a new parallelization strategy based on frequency domains. Experimental results with a real data set from LOFAR show an optimal parallelization of the calculations in the frequency domain, allowing to generate a sky image more than four times faster. This paper analyses the results and draws perspectives for the SKA use case."
"P8-148","Wayne B. Hayes","University of California, Irvine","Correcting Inter-Waveband Positional Errors in Sloan Images","The telescope of the Sloan Digital Sky Survey (SDSS [1]) was designed from scratch to minimize ""down-time"": the telescope does not stop to image a portion of the sky or change filters: instead, images in all 5 wavebands are captured continuously as the telescope moves along a Great Circle on the sky, with all five cameras--one for each waveband--capturing the same area of sky in sequence about 1 minute apart as that region drifts across the camera's field. This is called ""Drift Scan Mode"", and although it maximizes the light captured per unit time, it means that image pixels extracted from the SDSS database do not correspond to physical pixels on the camera, but were instead constructed by a software pipeline that ""tracks"" the sky as it drifts across camera pixels. Unfortunately, this pipeline makes no attempt to ensure that image pixels across wavebands correspond to the same patch of sky. This confounds attempts at cross-waveband comparisons of the same object, since there is no 1-to-1 correspondence
between inter-waveband pixels, and location on the sky.

To solve this problem and reconstruct images for all wavebands that are better suited to precise inter-waveband astrometry, we use the positions of stars visible in any two wavebands to estimate the inter-waveband positional shift. We then use the FITS file to transfer flux between adjacent pixels to construct new images in which the ""same"" pixel corresponds to the same patch of sky across all wavebands. In this abstract we describe the process used to achieve this and quantify the errors in flux and position introduced by our method. The attached image shows an example of an original SDSS image containing a galaxy, the same image shifted half a pixel (which seems to produce worst-case errors), and the residual after a second shift back to the original position. Note that the largest errors occur near stars, whereas the background pixels, and the galaxy, are virtually invisible in the residual image."
"P8-17","Dirk Petry","ESO, ALMA Regional Centre, Germany","Prototyping astronomical science pipelines with script generators","In modern astronomical projects, the amount of scientific data produced and archived is typically huge. Calibrating this data and extracting science products is work-intensive and requires automation in pipelines. However, developing these pipelines requires an intimate knowledge of the typical properties of the data, and that knowledge can often only be acquired by experience over the course of the first few months or years of instrument operation under realistic conditions. In other words, it is nearly impossible to have a completely automated pipeline ready at the time of the official start of science observations unless that start is intentionally delayed to take large amounts of test data and complete the development and testing of the pipeline. The only solution is to start operations with a prototype pipeline and gradually develop the final pipeline in parallel. In the ALMA project, we have successfully used data reduction script generators to provide such a prototype."
"P8-182","Nicolás Cardiel","Universidad Complutense de Madrid","Filabres: a new pipeline for the automatic data reduction of CAFOS direct imaging","Filabres is a new Python pipeline created with the idea of performing the automatic reduction of direct images obtained with the instrument CAFOS, placed at the 2.2 m telescope of the Calar Alto Observatory. The goal is to provide useful reduced images through the Calar Alto Archive hosted by the Spanish Virtual Observatory. The typical workflow with Filabres consists of the following steps: (1) Image classification (bias, flat-imaging, arc, science- imaging, etc.); (2) Reduction of calibration images (bias, flat-imaging) and generation of combined master calibrations as a function of the modified Julian Date; (3) Basic reduction of individual science images, making use of the corresponding master calibrations (closest in time to the observation of the science target). The main reduction steps considered here are: bias subtraction, flatfielding of the images, and astrometric calibration (performed with the help of additional software tools provided by Astrometry.net and by AstrOmatic.net). The behaviour of the data reduction is easily defined through a set of reduction rules set in a configuration YAML file, specifically built for the considered instrument and observation mode. Note, however, that the software has been designed to allow the future inclusion of additional observing modes and instruments.
The software is publicly available through GitHub at https://github.com/nicocardiel/filabres, and its documentation in https://filabres.readthedocs.io/."
"P8-191","Oleg Smirnov","Rhodes University & South African Radio Astronomy Observatory","shadeMS: rapid plotting of Big radio interferometry Data","Radio interferometry data was big well before “Big Data” was a glint in a proto-data-scientist’s eye. The raw outputs of a radio interferometer, i.e. the complex visibility data and all associated metadata, while of little interest to the end-user astronomer per se, contain a wealth of information about the functioning of the instrument and software pipelines, and can provide vital diagnostics during the entire data reduction process. It is therefore important to be able to visualize them in all sorts of ways. However, the sheer size of these datasets (e.g. upwards of a billion measurements for even a short MeerKAT observation) calls for fairly sophisticated plotting techniques that can represent both dense data and outliers, and do it in a reasonable timeframe. This is well beyond the capabilities of our trusted workhorse Matplotlib.

Two recently developed technologies make a solution possible. The Datashader suite (https://datashader.org), driven by Big Data developments in multiple fields, provides functionality for rendering huge datasets onto two-dimensional canvases, using a variety of aggregation and categorization options. The Dask-MS library (https://dask-ms.readthedocs.io, see also Perkins this conf.) provides a native mapping from the Measurement Set, the standard radio astronomy data format, to Dask arrays, which facilitate massively parallel computation (and are natively supported by Datashader).

The shadeMS tool (https://github.com/ratt-ru/shadeMS) brings these two technologies together to allow for the rapid plotting of radio interferometry data. The premise of shadeMS is to support the plotting of anything versus anything, aggregated by anything and coloured (i.e. categorized) by anything, via a straightforward command-line or Python interface. The use of Dask means that a large number of cores can be efficiently exploited, making the plotting process I/O-limited in many cases. This allows data processing pipelines to produce a rich variety of diagnostic plots with relatively little overhead."
"P8-193","Bjorn Emonts","National Radio Astronomy Observatory","The CASA Software for Radio Astronomy: Status Update from ADASS 2020","CASA, the Common Astronomy Software Applications package, is the primary data processing software for the Atacama Large Millimeter/submillimeter Array (ALMA) and NSF's Karl G. Jansky Very Large Array (VLA), and is frequently used also for other radio telescopes. This poster gives an overview of several exciting recent developments. With the arrival of CASA 6, users now have the option to download CASA through a modular pip-wheel installation, giving them the flexibility to integrate CASA into their personalized Python environment. Another major new development is the introduction of a new task for joint deconvolution of single-dish and interferometry data. This has been a major priority for our user base, and a growing number of test-cases reveal that this algorithm provides a great improvement in combining single-dish and interferometry data. We briefly also highlight the CARTA visualization software, and summarize the proto-type development of a next-generation CASA software and related infrastructure for future radio facilities, such as a Next-Generation VLA."
"P8-195","Vito Conforti","INAF","Performance improvement of the Data Acquisition System to support the observation quality system of the ASTRI Mini-Array","The ASTRI (Astrofisica con Specchi a Tecnologia Replicante Italiana) program was born as a collaborative international effort led by the Italian National Institute for Astrophysics (INAF) to design and realize, within the Cherenkov Telescope Array (CTA) framework, an end-to-end prototype of the Small-Sized Telescope (SST) in a dual-mirror configuration (2M). The pro
totype, named ASTRI-Horn, is operative, being installed at the INAF observing station located on Mt.Etna (Italy). The ASTRI project includes the building of a Mini-Array of nine ASTRI telescopes that will be installed and operated at the Teide Observatory (Spain). The ASTRI software supports the operations of the ASTRI-Horn prototype and, eventually, of the Mini-Array. 

The data acquisition system of the ASTRI-Horn telescope acquires, packet by packet, the read-out data from the back-end electronics of the ASTRI camera. The packets are then stored locally in one raw binary file as soon as they arrive. During the acquisition, the packets are grouped by data type (scientific, calibration, engineering) before processing and storing the decoded data in FITS format. A quick-look component, running on the same machine, that allows the operator to display the decoded data during the acquisition, was also implemented.

During software testing and operations performed with the ASTRI-Horn prototype, due to a cftisio writing method we experienced a bottleneck in the raw-to-FITS binary data conversion when the acquisition rate was greater than about 3 Mbps. We thus decided to apply a workaround and to postpone the conversion in FITS format of the ASTRI-Horn raw data after the end of the acquisition run. 
 
The ASTRI Mini-Array software requires monitoring the data quality as soon as data are available, and this evaluation is performed by the online observation quality system (OOQS). For this reason, and because the Mini-Array consists of 9 ASTRI cameras observing in parallel, we are evaluating a solution to directly send the decoded data from the data acquisition system to the OOQS, strictly reducing any bottleneck. 

In this paper, we will present a solution to improve the data transfer efficiency from the data acquisition system, based on redis, to the OOQS component of the ASTRI Mini-Array. Results of the comparison between the acquisition software developed for the ASTRI-Horn and this solution based on Redis will be also shown and discussed."
"P8-198","Yohei Hayashi","NAOJ","Pipeline Calibration and Imaging for the Nobeyama 45m Radio Telescope","Nobeyama 45m Radio Telescope (NRO45m) is a large single-dish radio telescope that has been operating for more than 35 years. The data processing pipeline for NRO45m (NRO Pipeline) is developed recently as an extension of the single-dish pipeline for the Atacama Large Millimeter/submillimeter Array (ALMA). The NRO Pipeline is able to process spectral line data taken with the On-The-Fly raster scan. The pipeline calibrates the data, protects spectral line features, subtracts residual spectral baseline component, detect and discard low-quality data, and performs imaging to produce FITS cubes for the science target. The pipeline is written in Python and is built on top of Common Astronomy Software Applications (CASA). 

This presentation describes overall summary of the framework of the pipeline, detail of the extension from the ALMA pipeline, and products of the NRO Pipeline. As part of this development project, another application to convert the NRO45m observing data into CASA native data format, MeasuremntSet, is developed as well. The NRO Pipeline, combined with the data conversion application, enables to establish semi-automated operational workflow from the data acquisition through data processing to the ingestion to the data archive."
"P8-210","Salam Dulaimi","National University of Ireland-Galway","The Light Curve Fitter: A novel application for deconvolving two superimposed sinusoidal waves.","The Galway Ultra-Fast Imager (GUFI) located on the 1.8m Vatican Advanced Technology Telescope (VATT) was tasked to monitor tight brown dwarf binaries.  However, due to the close separation between the components in these binaries, the GUFI photometer could not image each component of binary systems as a point source in our campaign. Therefore, we developed and employed our novel application, the ‘Light Curve Fitter’, which is capable of distinguishing two superimposed sinusoidal waves.  This application allows users to untangle the secondary component's variability signature from that of the dominant primary variability."
"P8-221","Jan Novotny","Institute of Physics, Silesian University in Opava","Implementing CUDA Streams into AstroAccelerate – A Case Study","To be able to run tasks asynchronously on NVIDIA GPUs a programmer must explicitly implement asynchronous execution in their code using the syntax of CUDA streams. Streams allow a programmer to launch independent concurrent execution tasks, providing the ability to utilise different functional units on the GPU asynchronously. For example, it is possible to transfer the results from a previous computation performed on input data n-1, over the PCIe bus whilst computing the result for input data n, by placing different tasks in different CUDA streams. The benefit of such an approach is that the time taken for the data transfer between the host and device can be hidden with computation. This case study deals with the implementation of CUDA streams into AstroAccelerate. AstroAccelerate is a GPU accelerated real-time signal processing pipeline for time-domain radio astronomy."
"P8-222","Jose Sabater","STFC UK Astronomy Technology Centre","Processing and calibration of the deepest low frequency images of the sky","The LOFAR Two-metre Sky Survey (LoTSS) Deep Fields have produced the deepest low-frequency radio astronomy images of the sky to date. In this poster, we show the processing methodology followed to produce these deep images focusing in the data calibration pipeline developed, the infrastructure used, and the challenges found. An initial data volume of ~2 PB was reduced to a snapshot of ~1.5 GB in which a sky density of radio objects of ~5000 sources per square degree is reached in the central 25 square degrees with a resolution of 6 arcseconds. The development of these new calibration methods and pipelines have been crucial in enabling the scientific exploitation of state-of-the-art radio infrastructures and will be relevant for future infrastructures like the Square Kilometre Array."
"P8-235","Karel Adámek","Czech Technical University, Thákurova 9, 160 00 Prague 6, Czech Republic","Implementation of the 3D degridding for the NVIDIA GPUs using CUDA","Deconvolution is a part of the image reconstruction in the radio interferometry used in the radio astronomy to calculate the image of the sky. The image reconstruction consists from several steps and transforms irregularly sampled visibilities, which is an amplitude and phase of electromagnetic waves detected by an interferometer, into the intensity of the radio waves at a given location on the sky called sky brightness. The first step in the image reconstruction is the gridding process, where we transform detected visibilities into a regular grid which allow us to use Fast Fourier Transform (FFT) instead of direct Fourier transform which is computationally expensive. The sky true brightness is then reconstructed by an iterative process where the brightest sources are deconvolved back to the positions of the irregularly sampled visibilities and subtracted from measured visibilities creating a cleaner image. This is repeated until technique converges. In this work, we have investigated the performance of a part of the 3D deconvolution process which calculates irregularly sampled visibilities from precomputed subgrids on the GPU. The number of visibilities which needs to be calculated can vary greatly by several magnitudes depending on the position in the image and the configurations of the telescope. This variability may cause load balancing issues. We have implemented this using CUDA for NVIDIA GPUs and have achieved performance of 540 million deconvolved visibilities per second."
"P8-238","Bob Watson","JBCA, University of Manchester","Development of a widefield mosaic imaging pipeline for e-MERLIN","Widefield imaging with a heterogeneous array, such as e-MERLIN, comprised of antennas with different primary beam sizes is problematic for sources on the edge of the beam. Furthermore, in mosaiced observations with contributions from overlapping fields is an extra complication, especially in the case of a weak lensing survey such as SuperCLASS which is reliant of shape measurement. The use of an A-term correction at the point of gridding visibilities can include the primary beam correction, but can be slow and memory intensive. We investigate using a modified version of WSCLEAN to carry this out."
"P8-247","Nuria Lorente","AAO - Macquarie University","PyCPL: the ESO Common Pipeline Library in the Python age","The ESO Common Pipeline Library (CPL) comprises a set of ISO-C libraries that provide a comprehensive, efficient and robust software toolkit to develop astronomical data-reduction recipes, which has been the fundamental tool for building data reduction pipelines for ESO VLT instruments since its original release in 2003, and which will continue to be the basis for ELT instrument pipelines. CPL was developed in C for reasons of efficiency and speed of execution, and because of its maturity and widespread use, it is well tested and understood.
However, as the astronomical community’s preference moves more and more towards Python as the language of choice for algorithm prototyping and data reduction, there has emerged a need to provide the CPL functionality for users who wish to make use of the power of CPL from a Python environment.
The PyCPL project aims to implement Python bindings for CPL through PyBind11, to provide the ability to execute and control data reduction pipelines from Python. It will also provide the ability to write recipes in Python and provide access from the Python environment to the products generated, thus providing the astronomical community the means to leverage the strengths and speed of CPL from a pure Python ecosystem."
"P8-249","Keri Heuer","Drexel University","Sensitivity of Line Emissivities to Atomic Uncertainties with PyAtomDB","With upcoming high-resolution X-ray spectroscopy missions such as XRISM and Athena, it is
important to quantify the impact that uncertainties on fundamental atomic quantities have on the
interpretation of observational X-ray spectra. We use the pyatomdb package to perturb ionization
and recombination rates as well as the direct excitation rates and A-values stored in the AtomDB
database to estimate final uncertainties on line emissivities and charge state distributions. We
implement plausible approximations to uncertainties in the underlying atomic data to provide
observers estimates of final uncertainties on spectral calculations."
